"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
7-11-20,42,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
7-12-20,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,44,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,36,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,52,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,61,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,61,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,29,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,42,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,30,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,47,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,57,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,56,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,56,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,52,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,51,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-01-20,50,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-02-20,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-03-20,46,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-04-20,45,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-05-20,42,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-06-20,48,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-07-20,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
8-08-20,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,27,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,39,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,40,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,39,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,28,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,34,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,23,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,21,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,16,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,15,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,22,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,18,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,28,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-01-20,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-02-20,18,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-03-20,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-04-20,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-05-20,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-06-20,24,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-07-20,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-08-20,36,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-09-20,57,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-10-20,56,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-11-20,57,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
9-12-20,57,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,49,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,21,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,44,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,23,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,26,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,36,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,31,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,26,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,44,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,47,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,49,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,63,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-01-20,63,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-02-20,57,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-03-20,48,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-04-20,36,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-05-20,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-06-20,20,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-07-20,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-08-20,12,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-09-20,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-10-20,19,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-11-20,20,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
10-12-20,34,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,27,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,9,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,6,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,5,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,14,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,40,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,29,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,5,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,18,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,23,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,8,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-01-20,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-02-20,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-03-20,26,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-04-20,44,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-05-20,48,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-06-20,32,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-07-20,52,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-08-20,12,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-09-20,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-10-20,64,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-11-20,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
11-12-20,16,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,58,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,36,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,11,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,12,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,52,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,39,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,64,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,26,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,5,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,54,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,51,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,8,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,23,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,53,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-01-20,33,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-02-20,4,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-03-20,5,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-04-20,18,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-05-20,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-06-20,63,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-07-20,51,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-08-20,39,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-09-20,46,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-10-20,28,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-11-20,20,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
12-12-20,35,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,6,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,10,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,13,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,56,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,59,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,91,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,43,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,20,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,51,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,71,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,74,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,79,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,40,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,10,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
NA,15,"Lexington water tower","PM2.5","Davidson",35.8145,-80.2627
1-03-20,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-06-20,21,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-09-20,11,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-12-20,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,33,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,13,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,46,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,18,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-02-20,49,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-05-20,38,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-08-20,33,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-11-20,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,14,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,9,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,32,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-01-20,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-04-20,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-07-20,29,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-10-20,39,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,30,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,17,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,42,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,24,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,16,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-12-20,18,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,13,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,50,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,52,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,31,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,48,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
6-02-20,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
6-05-20,51,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
6-08-20,21,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
6-11-20,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,52,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,31,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,39,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,34,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
7-02-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
7-05-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
7-08-20,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
7-11-20,32,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,60,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,36,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,18,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,40,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,52,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
8-01-20,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
8-04-20,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
8-07-20,46,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
8-10-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,39,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,26,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,41,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,33,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,22,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,23,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
9-03-20,34,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
9-07-20,36,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
9-09-20,55,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
9-12-20,58,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,38,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,21,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,40,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,31,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,45,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,47,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-01-20,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-02-20,38,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-03-20,41,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-04-20,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-05-20,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-06-20,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-07-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-08-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-09-20,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-10-20,29,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-11-20,45,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
1-12-20,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,57,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,47,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,52,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,32,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,31,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,40,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,41,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,20,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,40,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,55,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,57,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,39,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,50,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,42,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-01-20,56,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-02-20,59,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-03-20,69,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-04-20,67,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-05-20,53,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-06-20,59,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-07-20,55,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-08-20,50,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-09-20,31,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-10-20,45,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-11-20,50,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
2-12-20,23,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,30,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,48,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,46,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,32,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,29,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,39,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,29,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,22,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,45,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,56,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,58,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-01-20,47,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-02-20,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-03-20,42,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-04-20,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-05-20,36,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-06-20,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-07-20,53,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-08-20,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-09-20,57,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-10-20,54,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-11-20,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
3-12-20,26,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,55,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,35,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,43,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,46,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,37,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,17,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,23,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,51,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,55,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,20,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-01-20,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-02-20,29,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-03-20,36,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-04-20,48,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-05-20,34,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-06-20,22,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-07-20,44,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-08-20,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-09-20,21,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-10-20,25,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-11-20,26,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
4-12-20,20,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,14,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,34,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,40,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,8,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,13,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,12,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,15,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,53,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,53,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,34,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,18,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,42,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,38,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
NA,45,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
5-01-20,53,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
5-02-20,28,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
5-03-20,27,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
5-04-20,20,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
5-05-20,10,"Durham Armory","PM2.5","Durham",36.0329550008979,-78.904037
